anio;EMPRESA;TOTAL
01/2019;"LINEA 213 S.A. DE TRANSPORTE";1260084
01/2019;"LINEA 22 S.A.";529254
01/2019;"LINEA 71 S.A.";1172189
01/2019;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";650078
01/2019;"LINEA EXPRESO LINIERS S.A.I.Y C.";599870
01/2019;"LINEA SESENTA SA";751972
01/2019;"LOS CONSTITUYENTES S.A.T.";2398128
01/2019;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1037694
01/2019;"MAYO S.A.T.A.";732901
01/2019;METROVIAS;22645772
01/2019;"METROVIAS S.A. (URQUIZA)";2019831
01/2019;"MICRO OMNIBUS AVENIDA S.A.";728944
01/2019;"MICRO OMNIBUS ESTE S.A";532498
01/2019;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";2238088
01/2019;"MICRO OMNIBUS GRAL PACHECO SRL";943912
01/2019;"MICRO OMNIBUS MITRE S.A.";1384139
01/2019;"MICRO OMNIBUS NORTE S.A.";2139716
01/2019;"MICRO OMNIBUS O´HIGGINS S.A.T.";441227
01/2019;"MICRO OMNIBUS PRIMERA JUNTA S.A";2438026
01/2019;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";3864586
01/2019;"MICRO OMNIBUS SUR S.A.C.";1194840
01/2019;"MICRO OMNIBUS TIGRE S.A.";2568462
01/2019;"MICROEXPRES S.A.";138297
01/2019;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";603461
01/2019;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";1724736
01/2019;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";884887
01/2019;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1054110
01/2019;"NUDO S.A.";2057265
01/2019;"NUEVO IDEAL S.A.";2676016
01/2019;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";1466446
01/2019;"PILAR BUS S.A";622501
01/2019;"ROCARAZA S.A.";1710662
01/2019;"RUTA BUS S.A.";968383
01/2019;"SAN VICENTE S.A. DE TRANSPORTES";2957064
01/2019;"SARGENTO CABRAL S.A.DE TRANSPORTE";2093199
01/2019;"SERGIO A. RIVAS S.R.L";77176
01/2019;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1251523
01/2019;"SOFSE - Belgrano Sur";1233428
01/2019;"SOFSE - Mitre";4710669
01/2019;"SOFSE - Roca";12950820
01/2019;"SOFSE - San Martin";2043908
01/2019;"SOFSE- SARMIENTO";6799941
01/2019;"SOFSE- TREN DE LA COSTA";62970
01/2019;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";740121
01/2019;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";428864
01/2019;"TRANSP. SGTO. CABRAL";547114
01/2019;"TRANSPORTE 11 DE JUNIO S.R.L.";274489
01/2019;"TRANSPORTE AUTOMOTORES LA PLATA SA";2260645
01/2019;"TRANSPORTE DEL SUR S.R.L.";478212
01/2019;"TRANSPORTE ESCALADA S.A.T.";706651
01/2019;"TRANSPORTE IDEAL SAN JUSTO S.A.";2695524
01/2019;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";444605
01/2019;"TRANSPORTE LA UNION SA";720820
01/2019;"TRANSPORTE LARRAZABAL C.I.S.A.";3183879
01/2019;"TRANSPORTE NUEVE DE JULIO SAC.";617499
01/2019;"TRANSPORTES 1º SEPTIEMBRE S.A.";494606
01/2019;"TRANSPORTES 270 S.A.";608015
01/2019;"TRANSPORTES ALMIRANTE BROWN S.A.";1061240
01/2019;"TRANSPORTES ATLANTIDA S.A.C.";1415996
01/2019;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";744731
01/2019;"TRANSPORTES AUTOMOTORES CALLAO S.A.";1914739
01/2019;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2038367
01/2019;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1069272
01/2019;"TRANSPORTES COLEGIALES S.A.C.I.";666673
01/2019;"TRANSPORTES DEL TEJAR S.A.";741022
01/2019;"TRANSPORTES LA PERLITA S.A.";7052063
01/2019;"TRANSPORTES LINEA 123 S.A.C.I.";285171
01/2019;"TRANSPORTES LOPE DE VEGA S.A.C.I.";2630290
01/2019;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1086930
01/2019;"TRANSPORTES QUIRNO COSTA S.A.C.I.";623225
01/2019;"TRANSPORTES RIO GRANDE S.A.C.I.F.";1758529
01/2019;"TRANSPORTES SAN CAYETANO S.A.C.";311187
01/2019;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1229023
01/2019;"TRANSPORTES SANTA FE S.A.C.I.";1272237
01/2019;"TRANSPORTES SESENTA Y OCHO S.R.L.";1133882
01/2019;"TRANSPORTES SOL DE MAYO C.I.S.A.";614795
01/2019;"TRANSPORTES SUR-NOR C.I.S.A.";1537247
01/2019;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";2018758
01/2019;"TRANSPORTES VILLA BOSCH SAC el";611478
01/2019;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";579447
01/2019;"UNION PLATENSE SRL";2123810
01/2019;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T.";784419
01/2019;"UNION TRANSPORTISTAS DE EMPRESAS SA";587362
01/2019;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";370359
01/2019;"UTENOR SA L 722";151923
01/2019;"VUELTA DE ROCHA S.A.T.C.I.";734275
01/2019;"YITOS S.A.";1719514
12/2018;"17 DE AGOSTO S.A.";761701
12/2018;"4 DE SEPTIEMBRE S.A.T.C.P.";1067460
12/2018;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";3721932
12/2018;"ALMAFUERTE S.A.T.A.C.I.";911719
12/2018;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT";962088
12/2018;"AUTOBUSES BUENOS AIRES SRL";1391713
12/2018;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";4811390
12/2018;"BERNARDINO RIVADAVIA S.A.T.A.";1706260
12/2018;"BUENOS AIRES BUS SOCIEDAD ANONIMA";333504
12/2018;"BUS DEL OESTE S.A.";375202
12/2018;"CARDENAS S.A. EMPRESA DE TRANSPORTES";1119974
12/2018;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";1031923
12/2018;"CIA LA PAZ AMADOR MOURE SACIFIYA";791351
12/2018;"COLECTIVEROS UNIDOS S.A.";1426303
12/2018;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";3874087
12/2018;"COMPAÑIA ISLEÑA S.R.L.";3829411
12/2018;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";1747946
12/2018;"COMPAÑIA NOROESTE S.A.T.";2747484
12/2018;"COMPAÑIA  DE TRANSPORTE VECINAL S.A.";463086
12/2018;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA";269488
12/2018;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA";50413
12/2018;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";3988310
12/2018;"D.U.V.I. SOCIEDAD ANONIMA";868919
12/2018;"EL NUEVO HALCON S.A.";2087937
12/2018;"EL PUENTE S.A.T.";1600922
12/2018;"EL URBANO SRL";177776
12/2018;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";927986
12/2018;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";1299521
12/2018;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";1092909
12/2018;"EMPRESA 501 SA";1448012
12/2018;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";611331
12/2018;"EMPRESA CINCO DE AGOSTO S.R.L.";292113
12/2018;"EMPRESA CIUDAD DE SAN FERNANDO SA";2391815
12/2018;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";2528815
12/2018;"EMPRESA DE TRANSPORTE DEL SUR SRL";2304048
12/2018;"EMPRESA DE TRANSPORTES 104 S.R.L.";1
12/2018;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";837629
12/2018;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";1671947
12/2018;"EMPRESA DE TRANSPORTES SANTA RITA  SRL";31724
12/2018;"EMPRESA DEL OESTE SAT";3214092
12/2018;"EMPRESA J.M. EZEIZA S.R.L.";1438258
12/2018;"EMPRESA LINEA 216 S.A.T.";8587777
12/2018;"EMPRESA LINEA SIETE SAT";952813
12/2018;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";322123
12/2018;"EMPRESA MONTE GRANDE S.A. LINEA 501";3183791
12/2018;"EMPRESA NUEVE DE JULIO S.A.T.";1760368
12/2018;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";2392129
12/2018;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";420688
12/2018;"EMRESA MONTERREY S.R.L.";153662
12/2018;"ERSA URBANO";1696633
12/2018;"EXPRESO EMPALME LOBOS S.R.L.";53707
12/2018;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";1682481
12/2018;"EXPRESO GENERAL SARMIENTO S.A.";3340511
12/2018;"EXPRESO LA PLATA BUENOS AIRES S.A.";895866
12/2018;"EXPRESO LOMAS S.A.";1231484
12/2018;"EXPRESO NUEVE DE JULIO S.A.";1189546
12/2018;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";2063195
12/2018;"EXPRESO QUILMES S.A.";1763204
12/2018;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1244598
12/2018;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";3514734
12/2018;"EXPRESO VILLA NUEVA S.A.";1511058
12/2018;"FERROVIAS S.A.";2150424
12/2018;"FUERTE BARRAGAN S.A.T.I.C.I.";898826
12/2018;"GENERAL PUEYRREDON S.A.T.C.I.";1000016
12/2018;"GENERAL TOMAS GUIDO S.A.C.I.F.";4486201
12/2018;"GRUPO LINEA 179 S.A.";404316
12/2018;"JUAN B. JUSTO S.A.T.C.I.";1198477
12/2018;"LA CABAÑA S.A.";5602039
12/2018;"LA CENTRAL DE ESCOBAR SA";1610288
12/2018;"LA CENTRAL DE VICENTE LOPEZ S.A.";2926226
12/2018;"LA FLOR DE LUJAN SRL";31121
12/2018;"LA NUEVA METROPOL S.A.";4111824
12/2018;"LA PRIMERA DE GRAND BOURG S.A.";4015254
12/2018;"LA PRIMERA DE LA ESCONDIDA SRL";116423
12/2018;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";305854
12/2018;"LA PRIMERA DE MARTINEZ S.A";1173120
12/2018;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";2284455
12/2018;"LIBERTADOR SAN MARTIN SAT";1288950
12/2018;"LINEA 10 S.A.";709297
12/2018;"LINEA 17 S.A.";1099087
12/2018;"LINEA 213 S.A. DE TRANSPORTE";1423799
12/2018;"LINEA 22 S.A.";594918
12/2018;"LINEA 71 S.A.";1313049
12/2018;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";752543
12/2018;"LINEA EXPRESO LINIERS S.A.I.Y C.";676542
12/2018;"LINEA SESENTA SA";889686
12/2018;"LOS CONSTITUYENTES S.A.T.";2739841
12/2018;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1175517
12/2018;"MAYO S.A.T.A.";883311
12/2018;METROVIAS;25686111
12/2018;"METROVIAS S.A. (URQUIZA)";2099963
12/2018;"MICRO OMNIBUS AVENIDA S.A.";923798
12/2018;"MICRO OMNIBUS ESTE S.A";659214
12/2018;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";2615201
12/2018;"MICRO OMNIBUS GRAL PACHECO SRL";1132212
12/2018;"MICRO OMNIBUS MITRE S.A.";1633735
12/2018;"MICRO OMNIBUS NORTE S.A.";2508526
12/2018;"MICRO OMNIBUS O´HIGGINS S.A.T.";555758
12/2018;"MICRO OMNIBUS PRIMERA JUNTA S.A";2862113
12/2018;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";4451794
12/2018;"MICRO OMNIBUS SUR S.A.C.";1402144
12/2018;"MICRO OMNIBUS TIGRE S.A.";2875794
12/2018;"MICROEXPRES S.A.";158616
12/2018;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";708169
12/2018;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";1910729
12/2018;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";930000
12/2018;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1200651
12/2018;"NUDO S.A.";2457074
12/2018;"NUEVO IDEAL S.A.";2971443
12/2018;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";1727392
12/2018;"PILAR BUS S.A";713447
12/2018;"ROCARAZA S.A.";1854899
12/2018;"RUTA BUS S.A.";1075462
12/2018;"SAN VICENTE S.A. DE TRANSPORTES";3487117
12/2018;"SARGENTO CABRAL S.A.DE TRANSPORTE";2535053
12/2018;"SERGIO A. RIVAS S.R.L";103280
12/2018;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1499712
12/2018;"SOFSE - Belgrano Sur";1264808
12/2018;"SOFSE - Mitre";4756647
12/2018;"SOFSE - Roca";13159075
12/2018;"SOFSE - San Martin";2133032
12/2018;"SOFSE- SARMIENTO";6960842
12/2018;"SOFSE- TREN DE LA COSTA";46605
12/2018;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";877844
12/2018;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";504950
12/2018;"TRANSP. SGTO. CABRAL";611633
12/2018;"TRANSPORTE 11 DE JUNIO S.R.L.";335362
12/2018;"TRANSPORTE AUTOMOTORES LA PLATA SA";2573140
12/2018;"TRANSPORTE DEL SUR S.R.L.";575901
12/2018;"TRANSPORTE ESCALADA S.A.T.";834013
12/2018;"TRANSPORTE IDEAL SAN JUSTO S.A.";3091449
12/2018;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";526255
12/2018;"TRANSPORTE LA UNION SA";932188
12/2018;"TRANSPORTE LARRAZABAL C.I.S.A.";3672636
12/2018;"TRANSPORTE NUEVE DE JULIO SAC.";712248
12/2018;"TRANSPORTES 1º SEPTIEMBRE S.A.";521407
12/2018;"TRANSPORTES 270 S.A.";702585
12/2018;"TRANSPORTES ALMIRANTE BROWN S.A.";1115677
12/2018;"TRANSPORTES ATLANTIDA S.A.C.";1561740
12/2018;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";916289
12/2018;"TRANSPORTES AUTOMOTORES CALLAO S.A.";2207970
12/2018;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2335395
12/2018;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1150113
12/2018;"TRANSPORTES COLEGIALES S.A.C.I.";754702
12/2018;"TRANSPORTES DEL TEJAR S.A.";812383
12/2018;"TRANSPORTES LA PERLITA S.A.";8145639
12/2018;"TRANSPORTES LINEA 123 S.A.C.I.";340340
12/2018;"TRANSPORTES LOPE DE VEGA S.A.C.I.";2920786
12/2018;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1272241
12/2018;"TRANSPORTES QUIRNO COSTA S.A.C.I.";730016
12/2018;"TRANSPORTES RIO GRANDE S.A.C.I.F.";2044771
12/2018;"TRANSPORTES SAN CAYETANO S.A.C.";366965
12/2018;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1586028
12/2018;"TRANSPORTES SANTA FE S.A.C.I.";1478570
12/2018;"TRANSPORTES SESENTA Y OCHO S.R.L.";1321519
12/2018;"TRANSPORTES SOL DE MAYO C.I.S.A.";665708
12/2018;"TRANSPORTES SUR-NOR C.I.S.A.";1633014
12/2018;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";2371862
12/2018;"TRANSPORTES VILLA BOSCH SAC el";729884
12/2018;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";683827
12/2018;"UNION PLATENSE SRL";2709315
12/2018;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T.";917530
12/2018;"UNION TRANSPORTISTAS DE EMPRESAS SA";658839
12/2018;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";407568
12/2018;"UTENOR SA L 722";161265
12/2018;"VUELTA DE ROCHA S.A.T.C.I.";804299
12/2018;"YITOS S.A.";2127279
11/2018;"17 DE AGOSTO S.A.";810178
11/2018;"4 DE SEPTIEMBRE S.A.T.C.P.";1180752
11/2018;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";4161272
11/2018;"ALMAFUERTE S.A.T.A.C.I.";959967
11/2018;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT";1024686
11/2018;"AUTOBUSES BUENOS AIRES SRL";1571110
11/2018;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";5030615
11/2018;"BERNARDINO RIVADAVIA S.A.T.A.";1840955
11/2018;"BUENOS AIRES BUS SOCIEDAD ANONIMA";368777
11/2018;"BUS DEL OESTE S.A.";410076
11/2018;"CARDENAS S.A. EMPRESA DE TRANSPORTES";1223708
11/2018;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";1083441
11/2018;"CIA LA PAZ AMADOR MOURE SACIFIYA";855826
11/2018;"COLECTIVEROS UNIDOS S.A.";1626918
11/2018;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";4189454
11/2018;"COMPAÑIA ISLEÑA S.R.L.";4378353
11/2018;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";1899655
11/2018;"COMPAÑIA NOROESTE S.A.T.";2979583
11/2018;"COMPAÑIA  DE TRANSPORTE VECINAL S.A.";532321
11/2018;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA";377217
11/2018;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA";67740
11/2018;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";4376908
11/2018;"D.U.V.I. SOCIEDAD ANONIMA";928476
11/2018;"EL NUEVO HALCON S.A.";2217399
11/2018;"EL PUENTE S.A.T.";1719517
11/2018;"EL URBANO SRL";205648
11/2018;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";1054340
11/2018;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";1390854
11/2018;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";1208023
11/2018;"EMPRESA 501 SA";1595963
11/2018;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";664361
11/2018;"EMPRESA CINCO DE AGOSTO S.R.L.";307296
11/2018;"EMPRESA CIUDAD DE SAN FERNANDO SA";2592863
11/2018;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";2691949
11/2018;"EMPRESA DE TRANSPORTE DEL SUR SRL";2606441
11/2018;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";936839
11/2018;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";1742950
11/2018;"EMPRESA DE TRANSPORTES SANTA RITA  SRL";41622
11/2018;"EMPRESA DEL OESTE SAT";3549425
11/2018;"EMPRESA J.M. EZEIZA S.R.L.";1511275
11/2018;"EMPRESA LINEA 216 S.A.T.";9253693
11/2018;"EMPRESA LINEA SIETE SAT";1133746
11/2018;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";378050
11/2018;"EMPRESA MONTE GRANDE S.A. LINEA 501";3528535
11/2018;"EMPRESA NUEVE DE JULIO S.A.T.";2154466
11/2018;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";2542243
11/2018;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";453834
11/2018;"EMRESA MONTERREY S.R.L.";159858
11/2018;"ERSA URBANO";1795457
11/2018;"EXPRESO EMPALME LOBOS S.R.L.";68323
11/2018;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";1655608
11/2018;"EXPRESO GENERAL SARMIENTO S.A.";3600302
11/2018;"EXPRESO LA PLATA BUENOS AIRES S.A.";1071774
11/2018;"EXPRESO LOMAS S.A.";1247804
11/2018;"EXPRESO NUEVE DE JULIO S.A.";1340323
11/2018;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";2166348
11/2018;"EXPRESO QUILMES S.A.";1906993
11/2018;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1310828
11/2018;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";3849708
11/2018;"EXPRESO VILLA NUEVA S.A.";1775390
11/2018;"FERROVIAS S.A.";2334891
11/2018;"FUERTE BARRAGAN S.A.T.I.C.I.";1088106
11/2018;"GENERAL PUEYRREDON S.A.T.C.I.";1093321
11/2018;"GENERAL TOMAS GUIDO S.A.C.I.F.";4935965
11/2018;"GRUPO LINEA 179 S.A.";444382
11/2018;"JUAN B. JUSTO S.A.T.C.I.";1298620
11/2018;"LA CABAÑA S.A.";6485628
11/2018;"LA CENTRAL DE ESCOBAR SA";1723627
11/2018;"LA CENTRAL DE VICENTE LOPEZ S.A.";3077158
11/2018;"LA FLOR DE LUJAN SRL";33748
11/2018;"LA NUEVA METROPOL S.A.";4352267
11/2018;"LA PRIMERA DE GRAND BOURG S.A.";4408588
11/2018;"LA PRIMERA DE LA ESCONDIDA SRL";125988
11/2018;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";340857
11/2018;"LA PRIMERA DE MARTINEZ S.A";1328910
11/2018;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";2367427
11/2018;"LIBERTADOR SAN MARTIN SAT";1463973
11/2018;"LINEA 10 S.A.";793923
11/2018;"LINEA 17 S.A.";1210282
11/2018;"LINEA 213 S.A. DE TRANSPORTE";1511432
11/2018;"LINEA 22 S.A.";631249
11/2018;"LINEA 71 S.A.";1403340
11/2018;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";829921
11/2018;"LINEA EXPRESO LINIERS S.A.I.Y C.";720896
11/2018;"LINEA SESENTA SA";993411
11/2018;"LOS CONSTITUYENTES S.A.T.";3051483
11/2018;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1256811
11/2018;"MAYO S.A.T.A.";911027
11/2018;METROVIAS;28296266
11/2018;"METROVIAS S.A. (URQUIZA)";2378931
11/2018;"MICRO OMNIBUS AVENIDA S.A.";1007903
11/2018;"MICRO OMNIBUS ESTE S.A";726251
11/2018;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";2925658
11/2018;"MICRO OMNIBUS GRAL PACHECO SRL";1254580
11/2018;"MICRO OMNIBUS MITRE S.A.";1780015
11/2018;"MICRO OMNIBUS NORTE S.A.";2624826
11/2018;"MICRO OMNIBUS O´HIGGINS S.A.T.";604115
11/2018;"MICRO OMNIBUS PRIMERA JUNTA S.A";3194061
11/2018;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";4946129
11/2018;"MICRO OMNIBUS SUR S.A.C.";1527629
11/2018;"MICRO OMNIBUS TIGRE S.A.";3202674
11/2018;"MICROEXPRES S.A.";190649
11/2018;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";753362
11/2018;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";2044502
11/2018;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1001836
11/2018;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1355385
11/2018;"NUDO S.A.";2731789
11/2018;"NUEVO IDEAL S.A.";3251808
11/2018;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";1829862
11/2018;"PILAR BUS S.A";818513
11/2018;"ROCARAZA S.A.";2050420
11/2018;"RUTA BUS S.A.";1178526
11/2018;"SAN VICENTE S.A. DE TRANSPORTES";3977489
11/2018;"SARGENTO CABRAL S.A.DE TRANSPORTE";2656762
11/2018;"SERGIO A. RIVAS S.R.L";115069
11/2018;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1574695
11/2018;"SOFSE - Belgrano Sur";1270308
11/2018;"SOFSE - Mitre";5386799
11/2018;"SOFSE - Roca";14285915
11/2018;"SOFSE - San Martin";2285750
11/2018;"SOFSE- SARMIENTO";7276605
11/2018;"SOFSE- TREN DE LA COSTA";52023
11/2018;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";910303
11/2018;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";536248
11/2018;"TRANSP. SGTO. CABRAL";690000
11/2018;"TRANSPORTE 11 DE JUNIO S.R.L.";419182
11/2018;"TRANSPORTE AUTOMOTORES LA PLATA SA";2689263
11/2018;"TRANSPORTE DEL SUR S.R.L.";639012
11/2018;"TRANSPORTE ESCALADA S.A.T.";922905
11/2018;"TRANSPORTE IDEAL SAN JUSTO S.A.";3402459
11/2018;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";607769
11/2018;"TRANSPORTE LA UNION SA";1155610
11/2018;"TRANSPORTE LARRAZABAL C.I.S.A.";4098257
11/2018;"TRANSPORTE NUEVE DE JULIO SAC.";794208
11/2018;"TRANSPORTES 1º SEPTIEMBRE S.A.";594385
11/2018;"TRANSPORTES 270 S.A.";741409
11/2018;"TRANSPORTES ALMIRANTE BROWN S.A.";1165299
11/2018;"TRANSPORTES ATLANTIDA S.A.C.";1580643
11/2018;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";938285
11/2018;"TRANSPORTES AUTOMOTORES CALLAO S.A.";2395378
11/2018;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2505929
11/2018;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1370429
11/2018;"TRANSPORTES COLEGIALES S.A.C.I.";855301
11/2018;"TRANSPORTES DEL TEJAR S.A.";904430
11/2018;"TRANSPORTES LA PERLITA S.A.";8667137
11/2018;"TRANSPORTES LINEA 123 S.A.C.I.";374637
11/2018;"TRANSPORTES LOPE DE VEGA S.A.C.I.";3182140
11/2018;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1314542
11/2018;"TRANSPORTES QUIRNO COSTA S.A.C.I.";815894
11/2018;"TRANSPORTES RIO GRANDE S.A.C.I.F.";2172202
11/2018;"TRANSPORTES SAN CAYETANO S.A.C.";388022
11/2018;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1700836
11/2018;"TRANSPORTES SANTA FE S.A.C.I.";1584906
11/2018;"TRANSPORTES SESENTA Y OCHO S.R.L.";1381602
11/2018;"TRANSPORTES SOL DE MAYO C.I.S.A.";719035
11/2018;"TRANSPORTES SUR-NOR C.I.S.A.";1773283
11/2018;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";2582554
11/2018;"TRANSPORTES VILLA BOSCH SAC el";844976
11/2018;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";758367
11/2018;"UNION PLATENSE SRL";3406936
11/2018;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T.";1020435
11/2018;"UNION TRANSPORTISTAS DE EMPRESAS SA";702655
11/2018;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";459462
11/2018;"UTENOR SA L 722";176622
11/2018;"VUELTA DE ROCHA S.A.T.C.I.";814222
11/2018;"YITOS S.A.";2351556
10/2018;"17 DE AGOSTO S.A.";860811
10/2018;"4 DE SEPTIEMBRE S.A.T.C.P.";1310773
10/2018;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";4348959
10/2018;"ALMAFUERTE S.A.T.A.C.I.";1057205
10/2018;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT";1090490
10/2018;"AUTOBUSES BUENOS AIRES SRL";1680860
10/2018;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";5436042
