anio;LINEA;TOTAL
09/2018;"LINEA 542";384870
09/2018;"LINEA 543";637949
09/2018;"LINEA 544";548976
09/2018;"LINEA 548";356470
09/2018;"LINEA 549";113190
09/2018;"LINEA 55";945702
09/2018;"LINEA 550 BSAS";315715
09/2018;"LINEA 551";210659
09/2018;"LINEA 552 BSAS";358043
09/2018;"LINEA 553 BSAS";361058
09/2018;"LINEA 56";545186
09/2018;"LINEA 561";148439
09/2018;"LINEA 561B";35810
09/2018;"LINEA 562";334593
09/2018;"LINEA 564";410748
09/2018;"LINEA 57";1265803
09/2018;"LINEA 570";472067
09/2018;"LINEA 580";195910
09/2018;"LINEA 582";500227
09/2018;"LINEA 583";330049
09/2018;"LINEA 584";316912
09/2018;"LINEA 585";724238
09/2018;"LINEA 586";48753
09/2018;"LINEA 59";1981955
09/2018;"LINEA 6";387711
09/2018;"LINEA 60";2539764
09/2018;"LINEA 603";589583
09/2018;"LINEA 619";378350
09/2018;"LINEA 62";306324
09/2018;"LINEA 620";2575955
09/2018;"LINEA 621";979427
09/2018;"LINEA 622";1105196
09/2018;"LINEA 624";973409
09/2018;"LINEA 628";133436
09/2018;"LINEA 63";835196
09/2018;"LINEA 630";495588
09/2018;"LINEA 634";518675
09/2018;"LINEA 635 BS AS";263139
09/2018;"LINEA 64";794564
09/2018;"LINEA 65";826550
09/2018;"LINEA 67";857962
09/2018;"LINEA 670";1192253
09/2018;"LINEA 68";1326411
09/2018;"LINEA 7";544027
09/2018;"LINEA 70";769304
09/2018;"LINEA 707";1379748
09/2018;"LINEA 71";1333078
09/2018;"LINEA 710";761865
09/2018;"LINEA 720";1966666
09/2018;"LINEA 721";1219500
09/2018;"LINEA 722";157218
09/2018;"LINEA 723";418679
09/2018;"LINEA 74";392156
09/2018;"LINEA 740";906772
09/2018;"LINEA 741";403660
09/2018;"LINEA 749";951376
09/2018;"LINEA 75";230342
09/2018;"LINEA 76";821549
09/2018;"LINEA 78";863951
09/2018;"LINEA 79";570891
09/2018;"LINEA 8";917687
09/2018;"LINEA 80";1339611
09/2018;"LINEA 84";634263
09/2018;"LINEA 85";1594971
09/2018;"LINEA 86";732737
09/2018;"LINEA 87";796648
09/2018;"LINEA 88";734138
09/2018;"LINEA 9";918591
09/2018;"LINEA 90";385029
09/2018;"LINEA 91";1031333
09/2018;"LINEA 92";1400203
09/2018;"LINEA 93";607273
09/2018;"LINEA 95";625130
09/2018;"LINEA 96";1743144
09/2018;"LINEA 97";403482
09/2018;"LINEA 98";1848486
09/2018;"LINEA A";5513479
09/2018;"LINEA B";7391948
09/2018;"LINEA C";4201247
09/2018;"LINEA D";6648928
09/2018;"LINEA E";2032103
09/2018;"LINEA H";2706261
09/2018;"LINEA OESTE";1673792
09/2018;"LINEA PREMETRO";65772
09/2018;"LINEA SIN NUMERO (COOP 6 DE JULIO)";70775
09/2018;"LINEA SUR MUNICIPAL";354098
09/2018;LINEA_099;460735
09/2018;LINEA_500-503;325940
09/2018;"NORTE MUNICIPAL";525930
09/2018;"SARMIENTO DIESEL MORENO - MERCEDES";2389
09/2018;"SARMIENTO MERLO - LOBOS";77753
08/2018;BSAS_LINEA_504_ITUZAINGO;22696
08/2018;"FFCC BELGRANO NORTE";2414728
08/2018;"FFCC BELGRANO SUR";1492446
08/2018;"FFCC MITRE";92460
08/2018;"FFCC MITRE CAPILLA DEL SEÑOR";5252
08/2018;"FFCC MITRE-SUAREZ";2799538
08/2018;"FFCC MITRE-TIGRE";2880641
08/2018;"FFCC MITRE-ZARATE";6580
08/2018;"FFCC ROCA";15604743
08/2018;"FFCC SAN MARTIN";2501716
08/2018;"FFCC SARMIENTO";7563716
08/2018;"FFCC TREN DE LA COSTA";36226
08/2018;"FFCC URQUIZA";2665891
08/2018;"LINEA 031";1342342
08/2018;"LINEA 061";330137
08/2018;"LINEA 1";423503
08/2018;"LINEA 10";855133
08/2018;"LINEA 100";1230873
08/2018;"LINEA 101";1300024
08/2018;"LINEA 102";746325
08/2018;"LINEA 103";877053
08/2018;"LINEA 105";1029812
08/2018;"LINEA 106";1226489
08/2018;"LINEA 107";1086943
08/2018;"LINEA 108";646203
08/2018;"LINEA 109";883706
08/2018;"LINEA 110";1196267
08/2018;"LINEA 111";779542
08/2018;"LINEA 112";316504
08/2018;"LINEA 113";1068136
08/2018;"LINEA 114";754977
08/2018;"LINEA 115";633851
08/2018;"LINEA 117";1118219
08/2018;"LINEA 118";831316
08/2018;"LINEA 12";1678590
08/2018;"LINEA 123";409730
08/2018;"LINEA 124";928376
08/2018;"LINEA 126";1304241
08/2018;"LINEA 127";675147
08/2018;"LINEA 128";707840
08/2018;"LINEA 129";1239163
08/2018;"LINEA 130";1505784
08/2018;"LINEA 132";1998585
08/2018;"LINEA 133";616116
08/2018;"LINEA 134";844830
08/2018;"LINEA 135";853364
08/2018;"LINEA 136 BS AS";612729
08/2018;"LINEA 140";558853
08/2018;"LINEA 141";750744
08/2018;"LINEA 143";474036
08/2018;"LINEA 146";874262
08/2018;"LINEA 148";2371546
08/2018;"LINEA 15";1900785
08/2018;"LINEA 150";717114
08/2018;"LINEA 151";957469
08/2018;"LINEA 152";2813977
08/2018;"LINEA 153 BS AS";363035
08/2018;"LINEA 154";162275
08/2018;"LINEA 158";472912
08/2018;"LINEA 159";2326125
08/2018;"LINEA 160";1562288
08/2018;"LINEA 161";1708454
08/2018;"LINEA 163 BS AS";396129
08/2018;"LINEA 165";936989
08/2018;"LINEA 166";1315939
08/2018;"LINEA 168";1351289
08/2018;"LINEA 169";550687
08/2018;"LINEA 17";1336585
08/2018;"LINEA 172";580874
08/2018;"LINEA 174 BS AS";848152
08/2018;"LINEA 175";448532
08/2018;"LINEA 176";2202432
08/2018;"LINEA 177";744241
08/2018;"LINEA 178";1595618
08/2018;"LINEA 179";464624
08/2018;"LINEA 180";1985207
08/2018;"LINEA 181";828740
08/2018;"LINEA 182";1282243
08/2018;"LINEA 184";3
08/2018;"LINEA 185";460963
08/2018;"LINEA 188";1001276
08/2018;"LINEA 19";792164
08/2018;"LINEA 193";186346
08/2018;"LINEA 194";724565
08/2018;"LINEA 195";320595
08/2018;"LINEA 2";998940
08/2018;"LINEA 20";450231
08/2018;"LINEA 200";122652
08/2018;"LINEA 202";1216668
08/2018;"LINEA 203";4200593
08/2018;"LINEA 204";317521
08/2018;"LINEA 204B";215620
08/2018;"LINEA 205";396302
08/2018;"LINEA 21";2387986
08/2018;"LINEA 214";675240
08/2018;"LINEA 215";220085
08/2018;"LINEA 218";1001192
08/2018;"LINEA 219";746181
08/2018;"LINEA 22";689869
08/2018;"LINEA 222";157087
08/2018;"LINEA 225";37566
08/2018;"LINEA 228 B";261099
08/2018;"LINEA 228A";59909
08/2018;"LINEA 228C";264311
08/2018;"LINEA 228E";313945
08/2018;"LINEA 228F";379315
08/2018;"LINEA 23";380984
08/2018;"LINEA 236";2891451
08/2018;"LINEA 237";1802866
08/2018;"LINEA 238";609346
08/2018;"LINEA 239A";576299
08/2018;"LINEA 239B";260718
08/2018;"LINEA 24";1239800
08/2018;"LINEA 242";2600363
08/2018;"LINEA 243";106301
08/2018;"LINEA 244";308690
08/2018;"LINEA 245";230923
08/2018;"LINEA 247";1469807
08/2018;"LINEA 25";642929
08/2018;"LINEA 252";639720
08/2018;"LINEA 253 BS AS";98713
08/2018;"LINEA 256";41621
08/2018;"LINEA 257";1139291
08/2018;"LINEA 26";837268
08/2018;"LINEA 263A";296173
08/2018;"LINEA 263B";392602
08/2018;"LINEA 264";476828
08/2018;"LINEA 266";2256847
08/2018;"LINEA 269";1807685
08/2018;"LINEA 271";1002628
08/2018;"LINEA 273";1341922
08/2018;"LINEA 275";786758
08/2018;"LINEA 276";1140008
08/2018;"LINEA 277";274059
08/2018;"LINEA 278";1346233
08/2018;"LINEA 28";2525682
08/2018;"LINEA 281";559046
08/2018;"LINEA 283";981413
08/2018;"LINEA 284";267230
08/2018;"LINEA 288";319277
08/2018;"LINEA 289";635236
08/2018;"LINEA 29";1162853
08/2018;"LINEA 291";747072
08/2018;"LINEA 293A";478248
08/2018;"LINEA 293B";323936
08/2018;"LINEA 295";629205
08/2018;"LINEA 297";453801
08/2018;"LINEA 298";866130
08/2018;"LINEA 299";629616
08/2018;"LINEA 300";621415
08/2018;"LINEA 302";603365
08/2018;"LINEA 303";903281
08/2018;"LINEA 304";1086037
08/2018;"LINEA 306";1827225
08/2018;"LINEA 307";1145834
08/2018;"LINEA 310";238276
08/2018;"LINEA 311";897685
08/2018;"LINEA 312";607838
08/2018;"LINEA 313";95031
08/2018;"LINEA 314";1432273
08/2018;"LINEA 315";704863
08/2018;"LINEA 317 BS AS";692302
08/2018;"LINEA 318";1876398
08/2018;"LINEA 320";173635
08/2018;"LINEA 321 BS AS";239120
08/2018;"LINEA 322 BS AS";557070
08/2018;"LINEA 323";714408
08/2018;"LINEA 324";2752005
08/2018;"LINEA 325";412659
08/2018;"LINEA 326";255140
08/2018;"LINEA 327";575723
08/2018;"LINEA 328";891421
08/2018;"LINEA 329";490771
08/2018;"LINEA 32A";395570
08/2018;"LINEA 33";1240360
08/2018;"LINEA 333";625920
08/2018;"LINEA 336";238194
08/2018;"LINEA 338";1975473
08/2018;"LINEA 34";1432225
08/2018;"LINEA 341";1397694
08/2018;"LINEA 343";1516067
08/2018;"LINEA 350";640392
08/2018;"LINEA 354";990178
08/2018;"LINEA 355";63184
08/2018;"LINEA 36";83701
08/2018;"LINEA 365";2849162
08/2018;"LINEA 37";1256297
08/2018;"LINEA 370";343658
08/2018;"LINEA 371";1139276
08/2018;"LINEA 372";192084
08/2018;"LINEA 373";507959
08/2018;"LINEA 378";1267217
08/2018;"LINEA 379";50787
08/2018;"LINEA 382";615451
08/2018;"LINEA 383";687385
08/2018;"LINEA 384";183698
08/2018;"LINEA 385";468449
08/2018;"LINEA 386";335578
08/2018;"LINEA 388";156154
08/2018;"LINEA 39";1691784
08/2018;"LINEA 390";311630
08/2018;"LINEA 391";763869
08/2018;"LINEA 392";238700
08/2018;"LINEA 394";747415
08/2018;"LINEA 395";606809
08/2018;"LINEA 4";777832
08/2018;"LINEA 403";44722
08/2018;"LINEA 404";973369
08/2018;"LINEA 405";529701
08/2018;"LINEA 406";909607
08/2018;"LINEA 407";490541
08/2018;"LINEA 41";1237560
08/2018;"LINEA 410";272696
08/2018;"LINEA 414";43964
08/2018;"LINEA 418";82147
08/2018;"LINEA 42";911526
08/2018;"LINEA 421";92031
08/2018;"LINEA 422";907986
08/2018;"LINEA 429";116721
08/2018;"LINEA 430";106353
08/2018;"LINEA 435";51850
08/2018;"LINEA 436";151273
08/2018;"LINEA 437";470237
08/2018;"LINEA 44";829295
08/2018;"LINEA 440";3088594
08/2018;"LINEA 441";563068
08/2018;"LINEA 443";54526
08/2018;"LINEA 443A";286579
08/2018;"LINEA 445";249477
08/2018;"LINEA 446";39626
08/2018;"LINEA 448";1568728
08/2018;"LINEA 449";675996
08/2018;"LINEA 45";921707
08/2018;"LINEA 46";762255
08/2018;"LINEA 461";108508
08/2018;"LINEA 462";100610
08/2018;"LINEA 463";513769
08/2018;"LINEA 464";349805
08/2018;"LINEA 47";916538
08/2018;"LINEA 49";402630
08/2018;"LINEA 5";966453
08/2018;"LINEA 50";758323
08/2018;"LINEA 500B";42382
08/2018;"LINEA 500C";58095
08/2018;"LINEA 500D";1602323
08/2018;"LINEA 500G";628022
08/2018;"LINEA 500H";173850
08/2018;"LINEA 501 A";1683906
08/2018;"LINEA 501B";485513
08/2018;"LINEA 501C";2767967
08/2018;"LINEA 501D";63334
08/2018;"LINEA 501E";92522
08/2018;"LINEA 501F";225292
08/2018;"LINEA 501G";5030510
08/2018;"LINEA 501H";45990
08/2018;"LINEA 501I";368670
08/2018;"LINEA 502";7907
08/2018;"LINEA 502A";9577
08/2018;"LINEA 502B";47138
08/2018;"LINEA 503";238253
08/2018;"LINEA 503 B";423117
08/2018;"LINEA 503 ESTE";1044550
08/2018;"LINEA 503 ESTE LA PLATA";191704
08/2018;"LINEA 503A BS AS";1138573
08/2018;"LINEA 503C";103347
08/2018;"LINEA 503H (RIVAS)";119189
08/2018;"LINEA 504A";1950546
08/2018;"LINEA 504B";17891
08/2018;"LINEA 504C";179070
08/2018;"LINEA 505 AMBA ALMIRANTE BROWN";610169
08/2018;"LINEA 505 D";414437
08/2018;"LINEA 505C";77298
08/2018;"LINEA 505E";871
08/2018;"LINEA 506";170909
08/2018;"LINEA 506 AMBA ALMIRANTE BROWN";1040798
08/2018;"LINEA 506A";171788
08/2018;"LINEA 506B";1685
08/2018;"LINEA 506F";319180
08/2018;"LINEA 507";132902
08/2018;"LINEA 507B";95428
08/2018;"LINEA 508";144031
08/2018;"LINEA 508A";155920
08/2018;"LINEA 508C";35927
08/2018;"LINEA 509";172153
08/2018;"LINEA 509C";111356
08/2018;"LINEA 51";782368
08/2018;"LINEA 510A";197987
08/2018;"LINEA 510B";841268
08/2018;"LINEA 511";148397
08/2018;"LINEA 511A";400
08/2018;"LINEA 511B";411084
08/2018;"LINEA 512";60942
08/2018;"LINEA 513";3400
08/2018;"LINEA 513A";178719
08/2018;"LINEA 514";1073402
08/2018;"LINEA 515";677958
08/2018;"LINEA 518";1328375
08/2018;"LINEA 518 LA PLATA";36576
08/2018;"LINEA 520A";730045
08/2018;"LINEA 520B";533727
08/2018;"LINEA 520C";434262
08/2018;"LINEA 521 A";242023
08/2018;"LINEA 521 AMBA ALMIRANTE BROWN";74290
08/2018;"LINEA 522";41035
08/2018;"LINEA 523";220440
08/2018;"LINEA 524";341598
08/2018;"LINEA 526";497951
08/2018;"LINEA 527";173160
08/2018;"LINEA 53";1594609
08/2018;"LINEA 532";483544
08/2018;"LINEA 540 BSAS";521262
08/2018;"LINEA 541";581210
08/2018;"LINEA 542";403755
08/2018;"LINEA 543";681012
08/2018;"LINEA 544";585340
08/2018;"LINEA 548";399052
08/2018;"LINEA 549";121008
08/2018;"LINEA 55";1055983
08/2018;"LINEA 550 BSAS";342573
08/2018;"LINEA 551";247925
08/2018;"LINEA 552 BSAS";392632
08/2018;"LINEA 553 BSAS";408569
08/2018;"LINEA 56";598314
08/2018;"LINEA 561";166256
08/2018;"LINEA 561B";40976
08/2018;"LINEA 562";370053
08/2018;"LINEA 564";471689
08/2018;"LINEA 57";1420701
08/2018;"LINEA 570";500439
08/2018;"LINEA 580";223300
08/2018;"LINEA 582";531300
08/2018;"LINEA 583";369528
08/2018;"LINEA 584";359020
08/2018;"LINEA 585";795170
08/2018;"LINEA 586";67634
08/2018;"LINEA 59";2241221
08/2018;"LINEA 6";443847
08/2018;"LINEA 60";2585918
08/2018;"LINEA 603";631935
08/2018;"LINEA 619";400898
08/2018;"LINEA 62";328195
08/2018;"LINEA 620";2702140
08/2018;"LINEA 621";1031704
08/2018;"LINEA 622";1187247
08/2018;"LINEA 624";1046775
08/2018;"LINEA 628";143454
08/2018;"LINEA 63";966887
08/2018;"LINEA 630";537683
08/2018;"LINEA 634";570166
08/2018;"LINEA 635 BS AS";289382
08/2018;"LINEA 64";854639
08/2018;"LINEA 65";971084
08/2018;"LINEA 67";954230
08/2018;"LINEA 670";1314837
08/2018;"LINEA 68";1506286
08/2018;"LINEA 7";591755
08/2018;"LINEA 70";851093
08/2018;"LINEA 707";1537748
08/2018;"LINEA 71";1500880
08/2018;"LINEA 710";831146
08/2018;"LINEA 720";2176102
08/2018;"LINEA 721";1324405
08/2018;"LINEA 722";169412
08/2018;"LINEA 723";451949
08/2018;"LINEA 74";420533
08/2018;"LINEA 740";984404
08/2018;"LINEA 741";413750
08/2018;"LINEA 749";1095794
08/2018;"LINEA 75";253793
08/2018;"LINEA 76";902221
08/2018;"LINEA 78";952375
08/2018;"LINEA 79";613188
08/2018;"LINEA 8";989545
08/2018;"LINEA 80";1476018
08/2018;"LINEA 84";685128
08/2018;"LINEA 85";1769948
08/2018;"LINEA 86";803401
08/2018;"LINEA 87";890881
08/2018;"LINEA 88";795230
08/2018;"LINEA 9";1003523
08/2018;"LINEA 90";425843
08/2018;"LINEA 91";1154022
08/2018;"LINEA 92";1531043
08/2018;"LINEA 93";649567
08/2018;"LINEA 95";684323
08/2018;"LINEA 96";1855353
08/2018;"LINEA 97";457594
08/2018;"LINEA 98";2025180
08/2018;"LINEA A";6627340
08/2018;"LINEA B";8612386
08/2018;"LINEA C";4682193
08/2018;"LINEA D";7603156
08/2018;"LINEA E";2317006
08/2018;"LINEA H";3061413
08/2018;"LINEA OESTE";1805772
08/2018;"LINEA PREMETRO";72240
08/2018;"LINEA SIN NUMERO (COOP 6 DE JULIO)";76197
08/2018;"LINEA SUR MUNICIPAL";381309
08/2018;LINEA_099;508373
08/2018;LINEA_500-503;370384
08/2018;"NORTE MUNICIPAL";570618
08/2018;"SARMIENTO DIESEL MORENO - MERCEDES";1694
08/2018;"SARMIENTO MERLO - LOBOS";57396
07/2018;BSAS_LINEA_504_ITUZAINGO;19126
07/2018;"FFCC BELGRANO NORTE";942093
07/2018;"FFCC BELGRANO SUR";1349957
07/2018;"FFCC MITRE";90817
07/2018;"FFCC MITRE CAPILLA DEL SEÑOR";4411
07/2018;"FFCC MITRE-SUAREZ";2465539
07/2018;"FFCC MITRE-TIGRE";2522879
07/2018;"FFCC MITRE-ZARATE";5463
07/2018;"FFCC ROCA";14206931
07/2018;"FFCC SAN MARTIN";2233732
07/2018;"FFCC SARMIENTO";6825914
07/2018;"FFCC TREN DE LA COSTA";28355
07/2018;"FFCC URQUIZA";2423717
07/2018;"LINEA 031";1209995
07/2018;"LINEA 061";305758
07/2018;"LINEA 1";380664
07/2018;"LINEA 10";765622
07/2018;"LINEA 100";1123478
07/2018;"LINEA 101";1199078
07/2018;"LINEA 102";656197
07/2018;"LINEA 103";769967
07/2018;"LINEA 105";901768
07/2018;"LINEA 106";1091232
07/2018;"LINEA 107";952931
07/2018;"LINEA 108";599284
07/2018;"LINEA 109";778200
07/2018;"LINEA 110";1053757
07/2018;"LINEA 111";694251
07/2018;"LINEA 112";300157
07/2018;"LINEA 113";907784
07/2018;"LINEA 114";694666
07/2018;"LINEA 115";575514
07/2018;"LINEA 117";1006756
07/2018;"LINEA 118";749820
07/2018;"LINEA 12";1541157
07/2018;"LINEA 123";364483
07/2018;"LINEA 124";841083
07/2018;"LINEA 126";1143103
07/2018;"LINEA 127";615077
07/2018;"LINEA 128";659757
07/2018;"LINEA 129";1183805
07/2018;"LINEA 130";1324321
07/2018;"LINEA 132";1828241
07/2018;"LINEA 133";582417
07/2018;"LINEA 134";769742
07/2018;"LINEA 135";752163
07/2018;"LINEA 136 BS AS";576026
07/2018;"LINEA 140";524820
07/2018;"LINEA 141";750244
07/2018;"LINEA 143";421991
07/2018;"LINEA 146";796205
07/2018;"LINEA 148";2169565
07/2018;"LINEA 15";1751263
07/2018;"LINEA 150";641866
07/2018;"LINEA 151";861969
07/2018;"LINEA 152";2564025
07/2018;"LINEA 153 BS AS";328863
07/2018;"LINEA 154";140860
07/2018;"LINEA 158";430589
07/2018;"LINEA 159";2128387
07/2018;"LINEA 160";1421800
07/2018;"LINEA 161";1568845
07/2018;"LINEA 163 BS AS";348294
07/2018;"LINEA 165";887932
07/2018;"LINEA 166";1231058
07/2018;"LINEA 168";1252714
07/2018;"LINEA 169";503631
07/2018;"LINEA 17";1179692
07/2018;"LINEA 172";519357
07/2018;"LINEA 174 BS AS";745827
07/2018;"LINEA 175";391756
07/2018;"LINEA 176";2034764
07/2018;"LINEA 177";702186
07/2018;"LINEA 178";1455756
07/2018;"LINEA 179";408634
07/2018;"LINEA 180";1791757
07/2018;"LINEA 181";720334
07/2018;"LINEA 182";1160695
07/2018;"LINEA 184";510273
07/2018;"LINEA 185";365589
07/2018;"LINEA 188";901392
07/2018;"LINEA 19";690357
07/2018;"LINEA 193";177686
07/2018;"LINEA 194";662112
07/2018;"LINEA 195";298900
07/2018;"LINEA 2";859925
07/2018;"LINEA 20";399208
07/2018;"LINEA 200";103768
07/2018;"LINEA 202";1006038
07/2018;"LINEA 203";3911898
07/2018;"LINEA 204";277853
07/2018;"LINEA 204B";193879
07/2018;"LINEA 205";331303
07/2018;"LINEA 21";2293232
07/2018;"LINEA 214";551095
07/2018;"LINEA 215";170995
07/2018;"LINEA 218";908296
07/2018;"LINEA 219";675065
07/2018;"LINEA 22";603943
07/2018;"LINEA 222";136864
07/2018;"LINEA 225";35037
07/2018;"LINEA 228 B";252527
07/2018;"LINEA 228A";45796
07/2018;"LINEA 228C";230951
07/2018;"LINEA 228E";283335
07/2018;"LINEA 228F";357841
07/2018;"LINEA 23";330608
07/2018;"LINEA 236";2615909
07/2018;"LINEA 237";1550725
07/2018;"LINEA 238";529708
07/2018;"LINEA 239A";509083
07/2018;"LINEA 239B";215508
07/2018;"LINEA 24";1164957
07/2018;"LINEA 242";2291781
07/2018;"LINEA 243";101289
07/2018;"LINEA 244";283557
07/2018;"LINEA 245";197874
07/2018;"LINEA 247";1300532
07/2018;"LINEA 25";579071
07/2018;"LINEA 252";542986
07/2018;"LINEA 253 BS AS";74015
07/2018;"LINEA 256";34456
07/2018;"LINEA 257";1017669
07/2018;"LINEA 26";777132
07/2018;"LINEA 263A";269044
07/2018;"LINEA 263B";344919
07/2018;"LINEA 264";428345
07/2018;"LINEA 266";1994060
07/2018;"LINEA 269";1634464
07/2018;"LINEA 271";844661
07/2018;"LINEA 273";1128545
07/2018;"LINEA 275";680127
07/2018;"LINEA 276";1001606
07/2018;"LINEA 277";234106
07/2018;"LINEA 278";1180419
07/2018;"LINEA 28";2293887
07/2018;"LINEA 281";490059
07/2018;"LINEA 283";890931
07/2018;"LINEA 284";244053
07/2018;"LINEA 288";285826
07/2018;"LINEA 289";559199
07/2018;"LINEA 29";1037021
07/2018;"LINEA 291";678352
07/2018;"LINEA 293A";419739
07/2018;"LINEA 293B";285423
07/2018;"LINEA 295";546740
07/2018;"LINEA 297";404596
07/2018;"LINEA 298";779409
07/2018;"LINEA 299";547259
07/2018;"LINEA 300";556117
07/2018;"LINEA 302";570153
07/2018;"LINEA 303";838856
07/2018;"LINEA 304";967369
07/2018;"LINEA 306";1666798
07/2018;"LINEA 307";960175
07/2018;"LINEA 310";202300
07/2018;"LINEA 311";848078
07/2018;"LINEA 312";514677
07/2018;"LINEA 313";87630
07/2018;"LINEA 314";1240014
07/2018;"LINEA 315";650877
07/2018;"LINEA 317 BS AS";620150
07/2018;"LINEA 318";1678499
07/2018;"LINEA 320";148063
07/2018;"LINEA 321 BS AS";197920
07/2018;"LINEA 322 BS AS";503852
07/2018;"LINEA 323";624210
07/2018;"LINEA 324";2402669
07/2018;"LINEA 325";379408
07/2018;"LINEA 326";215773
07/2018;"LINEA 327";531623
07/2018;"LINEA 328";768766
07/2018;"LINEA 329";421341
07/2018;"LINEA 32A";353824
07/2018;"LINEA 33";1164093
07/2018;"LINEA 333";542553
07/2018;"LINEA 336";221199
07/2018;"LINEA 338";1814505
07/2018;"LINEA 34";1315466
07/2018;"LINEA 341";1269220
07/2018;"LINEA 343";1383233
07/2018;"LINEA 350";589142
07/2018;"LINEA 354";888262
07/2018;"LINEA 355";52435
07/2018;"LINEA 36";19335
07/2018;"LINEA 365";2641923
07/2018;"LINEA 37";1174500
07/2018;"LINEA 370";301656
07/2018;"LINEA 371";1020837
07/2018;"LINEA 372";161383
07/2018;"LINEA 373";417053
07/2018;"LINEA 378";1154192
07/2018;"LINEA 379";46478
07/2018;"LINEA 382";558843
07/2018;"LINEA 383";638280
07/2018;"LINEA 384";170717
07/2018;"LINEA 385";417925
07/2018;"LINEA 386";285154
07/2018;"LINEA 388";136369
07/2018;"LINEA 39";1563223
07/2018;"LINEA 390";283586
07/2018;"LINEA 391";682482
07/2018;"LINEA 392";222398
07/2018;"LINEA 394";640047
07/2018;"LINEA 395";537038
07/2018;"LINEA 4";678587
07/2018;"LINEA 403";41967
07/2018;"LINEA 404";815961
07/2018;"LINEA 405";465529
07/2018;"LINEA 406";793642
07/2018;"LINEA 407";449888
07/2018;"LINEA 41";1137341
07/2018;"LINEA 410";253277
07/2018;"LINEA 414";40814
07/2018;"LINEA 418";70818
07/2018;"LINEA 42";810489
07/2018;"LINEA 421";77289
07/2018;"LINEA 422";791770
07/2018;"LINEA 429";108289
07/2018;"LINEA 430";91126
07/2018;"LINEA 435";30671
07/2018;"LINEA 436";146671
07/2018;"LINEA 437";414274
07/2018;"LINEA 44";811289
07/2018;"LINEA 440";2802658
07/2018;"LINEA 441";498339
07/2018;"LINEA 443";45845
07/2018;"LINEA 443A";245097
07/2018;"LINEA 445";226912
07/2018;"LINEA 446";38698
07/2018;"LINEA 448";1420152
07/2018;"LINEA 449";616114
07/2018;"LINEA 45";822429
07/2018;"LINEA 46";684287
07/2018;"LINEA 461";91087
07/2018;"LINEA 462";74532
07/2018;"LINEA 463";473808
07/2018;"LINEA 464";313777
07/2018;"LINEA 47";783897
07/2018;"LINEA 49";347825
07/2018;"LINEA 5";858626
07/2018;"LINEA 50";677365
07/2018;"LINEA 500B";35635
07/2018;"LINEA 500C";47890
07/2018;"LINEA 500D";1395076
07/2018;"LINEA 500G";558948
07/2018;"LINEA 500H";166342
07/2018;"LINEA 501 A";1498969
07/2018;"LINEA 501B";426331
07/2018;"LINEA 501C";2423014
07/2018;"LINEA 501D";51398
07/2018;"LINEA 501E";76423
07/2018;"LINEA 501F";181161
07/2018;"LINEA 501G";4539131
07/2018;"LINEA 501H";36334
07/2018;"LINEA 501I";344348
07/2018;"LINEA 502";6239
07/2018;"LINEA 502A";9034
07/2018;"LINEA 502B";44362
07/2018;"LINEA 503";196284
07/2018;"LINEA 503 B";373928
07/2018;"LINEA 503 ESTE";889162
07/2018;"LINEA 503 ESTE LA PLATA";164254
07/2018;"LINEA 503A BS AS";1014436
07/2018;"LINEA 503C";86817
07/2018;"LINEA 503H (RIVAS)";101602
07/2018;"LINEA 504A";1744450
07/2018;"LINEA 504B";20590
07/2018;"LINEA 504C";151968
07/2018;"LINEA 505 AMBA ALMIRANTE BROWN";521180
07/2018;"LINEA 505 D";365461
07/2018;"LINEA 505C";57465
07/2018;"LINEA 505E";715
07/2018;"LINEA 506";147884
07/2018;"LINEA 506 AMBA ALMIRANTE BROWN";874045
07/2018;"LINEA 506A";159271
07/2018;"LINEA 506B";403
07/2018;"LINEA 506F";262563
07/2018;"LINEA 507";122950
07/2018;"LINEA 507B";79010
07/2018;"LINEA 508";120709
07/2018;"LINEA 508A";148296
07/2018;"LINEA 508C";34536
07/2018;"LINEA 509";159523
07/2018;"LINEA 509C";90267
07/2018;"LINEA 51";722001
07/2018;"LINEA 510A";155256
07/2018;"LINEA 510B";750425
07/2018;"LINEA 511";119011
07/2018;"LINEA 511A";153
07/2018;"LINEA 511B";359661
07/2018;"LINEA 512";60366
07/2018;"LINEA 513";637
07/2018;"LINEA 513A";151489
07/2018;"LINEA 514";923368
07/2018;"LINEA 515";584722
07/2018;"LINEA 518";1200001
07/2018;"LINEA 518 LA PLATA";32453
07/2018;"LINEA 520A";685013
07/2018;"LINEA 520B";457497
07/2018;"LINEA 520C";368480
07/2018;"LINEA 521 A";210468
07/2018;"LINEA 521 AMBA ALMIRANTE BROWN";67284
07/2018;"LINEA 522";30693
